_id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
696e85197c417649c9c89c1c,Female,55,1,8,1,1-2 Year,No,30105,26,289,0
696e85197c417649c9c88512,Female,71,1,28,1,1-2 Year,No,36883,26,280,0
696e85197c417649c9c88521,Female,38,1,41,0,1-2 Year,Yes,33953,152,79,1
696e85197c417649c9c86b09,Female,23,1,46,1,< 1 Year,No,22843,151,226,0
696e85197c417649c9c8ef28,Male,56,1,46,1,1-2 Year,No,2630,26,249,0
696e85197c417649c9c881d9,Female,25,1,21,1,< 1 Year,No,23518,152,253,0
696e85197c417649c9c8efb8,Female,80,1,28,0,1-2 Year,Yes,81474,154,127,1
696e85197c417649c9c8f3ae,Female,22,1,8,1,< 1 Year,No,39817,152,174,0
696e85197c417649c9c8aae0,Female,51,1,28,1,1-2 Year,No,43326,124,188,0
696e85197c417649c9c86a2b,Male,72,0,28,0,1-2 Year,Yes,72033,26,253,0
696e85197c417649c9c8a20c,Female,23,1,10,0,< 1 Year,Yes,35107,152,84,1
696e85197c417649c9c8a568,Male,77,1,41,1,1-2 Year,No,30556,136,296,0
696e85197c417649c9c8d883,Female,24,1,6,1,< 1 Year,No,24967,152,141,0
696e85197c417649c9c8f8aa,Male,33,1,15,0,< 1 Year,Yes,2630,124,123,1
696e85197c417649c9c8b947,Male,56,1,46,0,1-2 Year,Yes,27021,21,128,0
696e85197c417649c9c872be,Male,25,1,44,1,< 1 Year,No,23724,152,270,0
696e85197c417649c9c8cf17,Female,23,1,10,0,< 1 Year,Yes,32335,152,171,0
696e85197c417649c9c8b308,Male,27,1,47,1,< 1 Year,No,38127,152,18,0
696e85197c417649c9c86b3c,Male,24,1,8,1,< 1 Year,No,32242,152,267,0
696e85197c417649c9c8867a,Female,57,1,28,0,1-2 Year,Yes,52156,26,160,0
696e85197c417649c9c8a9e1,Male,24,1,8,1,< 1 Year,No,25739,152,179,0
696e85197c417649c9c8919a,Female,75,1,41,0,1-2 Year,Yes,2630,26,254,0
696e85197c417649c9c8ee67,Male,26,1,35,1,< 1 Year,No,37266,152,54,0
696e85197c417649c9c8ad2d,Female,28,1,12,1,< 1 Year,No,29383,152,294,0
696e85197c417649c9c8ec03,Female,21,1,21,0,< 1 Year,Yes,2630,163,293,1
696e85197c417649c9c8af92,Male,50,1,28,0,1-2 Year,Yes,41556,124,20,0
696e85197c417649c9c8bf4c,Female,25,1,28,0,< 1 Year,No,38488,152,215,0
696e85197c417649c9c8b76e,Male,37,1,28,0,1-2 Year,Yes,43942,26,180,1
696e85197c417649c9c89f14,Male,41,1,28,0,1-2 Year,No,38119,26,50,0
696e85197c417649c9c86944,Male,20,1,25,1,< 1 Year,No,23672,160,46,0
696e85197c417649c9c8b000,Male,74,1,28,0,1-2 Year,Yes,47501,29,284,0
696e85197c417649c9c8a0fe,Male,40,1,28,0,1-2 Year,No,30523,26,230,0
696e85197c417649c9c88ae5,Male,50,1,24,0,1-2 Year,Yes,37579,124,128,0
696e85197c417649c9c862d3,Female,21,1,30,0,< 1 Year,Yes,25024,160,20,0
696e85197c417649c9c85f24,Female,27,1,8,1,< 1 Year,No,40651,152,260,0
696e85197c417649c9c8f294,Male,35,1,28,1,1-2 Year,Yes,45595,152,35,0
696e85197c417649c9c8e2fe,Male,22,1,29,1,< 1 Year,No,34988,152,187,0
696e85197c417649c9c8eaa3,Female,22,1,25,1,< 1 Year,No,25372,152,279,0
696e85197c417649c9c891f4,Male,45,1,28,1,1-2 Year,No,35377,124,167,0
696e85197c417649c9c8b0d4,Female,25,1,32,0,< 1 Year,Yes,34283,152,50,0
696e85197c417649c9c871ca,Female,24,1,41,1,< 1 Year,No,33676,152,239,0
696e85197c417649c9c8cce1,Male,22,1,37,1,< 1 Year,No,40841,152,287,0
696e85197c417649c9c90040,Male,23,1,14,0,< 1 Year,Yes,29525,152,297,1
696e85197c417649c9c8c8b2,Male,25,1,46,1,< 1 Year,No,25467,152,104,0
696e85197c417649c9c8af5d,Male,20,1,8,1,< 1 Year,No,49293,160,186,0
696e85197c417649c9c86b81,Male,21,1,47,0,< 1 Year,Yes,34634,160,240,0
696e85197c417649c9c8b9a6,Female,40,1,8,0,1-2 Year,Yes,2630,156,248,1
696e85197c417649c9c8becc,Male,36,1,8,0,1-2 Year,Yes,2630,157,189,1
696e85197c417649c9c8eda8,Male,56,1,37,1,1-2 Year,No,2630,128,296,0
696e85197c417649c9c8a4b3,Male,31,1,14,0,1-2 Year,Yes,2630,156,81,1
696e85197c417649c9c8a8db,Female,25,1,30,1,< 1 Year,No,24197,152,194,0
696e85197c417649c9c88b78,Female,23,1,21,0,< 1 Year,Yes,2630,160,38,0
696e85197c417649c9c86709,Male,42,1,28,0,1-2 Year,Yes,32573,124,217,0
696e85197c417649c9c8f002,Female,24,1,50,1,< 1 Year,No,37164,152,11,0
696e85197c417649c9c87c0a,Female,22,1,30,1,< 1 Year,No,33604,152,89,0
696e85197c417649c9c875bf,Male,56,1,47,0,1-2 Year,Yes,37697,124,237,0
696e85197c417649c9c8c27e,Female,48,1,28,0,> 2 Years,Yes,44039,26,287,0
696e85197c417649c9c8b620,Female,50,1,8,1,1-2 Year,No,87578,124,89,0
696e85197c417649c9c870f1,Male,74,1,29,1,1-2 Year,No,51429,135,59,0
696e85197c417649c9c8f157,Female,42,1,28,1,1-2 Year,No,27156,122,162,0
696e85197c417649c9c9014d,Female,58,1,28,0,> 2 Years,Yes,44243,26,181,1
696e85197c417649c9c898b4,Female,24,1,35,0,< 1 Year,Yes,29306,152,95,0
696e85197c417649c9c89739,Male,25,1,28,0,< 1 Year,Yes,45399,152,125,0
696e85197c417649c9c8d68c,Male,22,1,35,1,< 1 Year,No,29221,152,262,0
696e85197c417649c9c8c690,Female,25,1,28,1,< 1 Year,No,41866,152,244,0
696e85197c417649c9c87c8b,Female,43,1,28,0,1-2 Year,Yes,46553,125,110,1
696e85197c417649c9c8c889,Male,51,1,48,1,1-2 Year,No,2630,124,299,0
696e85197c417649c9c86c58,Female,24,1,29,1,< 1 Year,No,42461,152,295,0
696e85197c417649c9c8d6a9,Male,41,1,24,0,1-2 Year,Yes,23134,154,44,1
696e85197c417649c9c87c7e,Female,30,1,12,0,< 1 Year,Yes,2630,26,160,1
696e85197c417649c9c88d0f,Female,49,1,7,0,1-2 Year,Yes,2630,124,256,0
696e85197c417649c9c8d12b,Female,27,1,29,1,< 1 Year,No,28012,152,293,0
696e85197c417649c9c8f2b4,Male,47,1,8,1,1-2 Year,No,39518,7,158,0
696e85197c417649c9c9010c,Female,74,1,41,0,1-2 Year,Yes,28036,124,113,0
696e85197c417649c9c8ce10,Male,29,1,28,0,< 1 Year,Yes,37619,152,106,0
696e85197c417649c9c8c904,Male,45,1,28,0,1-2 Year,No,32454,26,250,0
696e85197c417649c9c8ea24,Male,63,1,46,1,1-2 Year,No,23721,26,36,0
696e85197c417649c9c8e0cc,Female,56,1,28,1,1-2 Year,No,40319,26,268,0
696e85197c417649c9c8cd10,Female,24,1,14,1,< 1 Year,No,30434,152,29,0
696e85197c417649c9c8dd8b,Female,43,1,28,0,1-2 Year,Yes,52086,26,161,0
696e85197c417649c9c8a1bc,Female,50,1,8,0,> 2 Years,Yes,29855,26,243,0
696e85197c417649c9c8c663,Female,24,1,28,0,< 1 Year,Yes,64910,152,215,0
696e85197c417649c9c8825a,Male,28,1,29,1,< 1 Year,No,75957,152,267,0
696e85197c417649c9c874f5,Male,46,1,28,0,1-2 Year,Yes,86336,26,263,0
696e85197c417649c9c8b9f0,Male,22,1,41,1,< 1 Year,No,30560,152,99,0
696e85197c417649c9c8d28a,Female,27,1,36,1,< 1 Year,No,2630,152,191,0
696e85197c417649c9c8dc62,Male,68,1,25,0,1-2 Year,Yes,24925,26,138,0
696e85197c417649c9c8f1f3,Female,36,1,28,1,1-2 Year,No,32515,124,242,0
696e85197c417649c9c860b1,Male,36,1,9,1,1-2 Year,No,41410,152,174,0
696e85197c417649c9c8a934,Female,24,1,41,1,< 1 Year,No,26032,152,294,0
696e85197c417649c9c8b162,Female,31,1,7,1,< 1 Year,No,2630,152,118,0
696e85197c417649c9c86abd,Male,43,1,41,1,1-2 Year,No,2630,160,236,0
696e85197c417649c9c8c309,Male,74,1,11,1,1-2 Year,No,28447,124,112,0
696e85197c417649c9c8afb1,Male,50,1,31,0,1-2 Year,Yes,2630,124,262,0
696e85197c417649c9c8b26b,Female,44,1,46,0,1-2 Year,No,42905,91,215,0
696e85197c417649c9c881ea,Female,20,1,30,0,< 1 Year,Yes,25661,160,268,0
696e85197c417649c9c8a523,Male,22,1,11,1,< 1 Year,No,28727,152,13,0
696e85197c417649c9c896ab,Female,72,1,35,0,1-2 Year,Yes,42636,10,103,1
696e85197c417649c9c8f7e2,Male,54,1,28,1,1-2 Year,No,2630,26,246,0
696e85197c417649c9c89ab0,Female,43,1,26,0,1-2 Year,Yes,36653,120,56,1
696e85197c417649c9c889da,Female,21,1,28,0,< 1 Year,Yes,29363,26,199,0
696e85197c417649c9c8b7d5,Female,39,1,8,1,1-2 Year,No,40077,152,116,0
696e85197c417649c9c8fed5,Male,44,1,29,0,1-2 Year,Yes,58169,26,30,0
696e85197c417649c9c8cbe0,Female,24,1,29,1,< 1 Year,No,32768,152,278,0
696e85197c417649c9c8cdee,Male,48,1,39,0,1-2 Year,Yes,2630,154,132,0
696e85197c417649c9c8b07e,Male,45,1,28,1,1-2 Year,No,33618,124,151,0
696e85197c417649c9c8b3c9,Male,22,1,7,1,< 1 Year,No,49157,160,11,0
696e85197c417649c9c8a6f8,Female,22,1,8,1,< 1 Year,No,60775,160,156,0
696e85197c417649c9c86d9f,Male,59,1,28,0,1-2 Year,Yes,72389,26,148,0
696e85197c417649c9c89a8f,Male,60,1,28,0,1-2 Year,Yes,31024,26,246,0
696e85197c417649c9c86b9c,Female,59,1,28,0,> 2 Years,Yes,95217,26,232,1
696e85197c417649c9c889fe,Male,65,1,48,1,1-2 Year,No,2630,15,50,0
696e85197c417649c9c8df4a,Male,24,1,8,0,< 1 Year,Yes,37953,152,293,0
696e85197c417649c9c89301,Female,24,1,8,0,< 1 Year,No,48308,152,74,0
696e85197c417649c9c85f9c,Male,21,1,13,1,< 1 Year,No,37710,152,30,0
696e85197c417649c9c8b3f6,Female,73,1,28,0,> 2 Years,Yes,54709,122,274,0
696e85197c417649c9c88617,Male,39,1,48,0,1-2 Year,Yes,2630,124,85,0
696e85197c417649c9c8d90a,Male,40,1,28,0,1-2 Year,Yes,2630,26,41,0
696e85197c417649c9c8a6db,Female,25,1,33,0,< 1 Year,Yes,29783,152,79,0
696e85197c417649c9c8d7cd,Male,46,1,13,0,1-2 Year,Yes,2630,157,70,0
696e85197c417649c9c8da4c,Female,32,1,21,1,< 1 Year,No,2630,152,91,0
696e85197c417649c9c8844f,Female,22,1,9,0,< 1 Year,Yes,23880,152,48,0
696e85197c417649c9c88cff,Male,21,1,46,1,< 1 Year,No,21751,160,187,0
696e85197c417649c9c8f82b,Female,46,1,28,0,1-2 Year,No,65879,26,289,0
696e85197c417649c9c8de22,Male,52,1,28,0,> 2 Years,Yes,64254,26,120,0
696e85197c417649c9c89030,Male,45,1,8,0,1-2 Year,No,27433,124,163,0
696e85197c417649c9c8abc1,Female,24,1,41,1,< 1 Year,No,22844,152,263,0
696e85197c417649c9c8c361,Female,23,1,47,1,< 1 Year,No,26766,26,288,0
696e85197c417649c9c89817,Male,45,1,28,1,1-2 Year,Yes,2630,26,20,0
